Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,date
7348,Faridpur,2003,5,39.3,25.3,89.0,77.0,1.4,3.0,8.3,41929,483877.3,610719.3,23.61,89.84,9,2003.05,0,2003-05-01
7349,Faridpur,2003,6,37.0,25.8,294.0,86.0,1.4,5.9,3.6,41929,483877.3,610719.3,23.61,89.84,9,2003.06,0,2003-06-01
7350,Faridpur,2003,7,34.6,26.3,276.0,85.0,1.1,5.6,5.7,41929,483877.3,610719.3,23.61,89.84,9,2003.07,0,2003-07-01
7351,Faridpur,2003,8,34.7,26.6,120.0,84.0,0.9,5.0,6.9,41929,483877.3,610719.3,23.61,89.84,9,2003.08,0,2003-08-01
7352,Faridpur,2003,9,33.8,26.1,81.0,87.0,0.6,5.2,4.9,41929,483877.3,610719.3,23.61,89.84,9,2003.09,0,2003-09-01
7353,Faridpur,2003,10,34.6,24.8,182.0,86.0,0.4,4.8,5.1,41929,483877.3,610719.3,23.61,89.84,9,2003.10,0,2003-10-01
7354,Faridpur,2003,11,32.0,18.3,0.0,76.0,0.2,0.3,9.3,41929,483877.3,610719.3,23.61,89.84,9,2003.11,0,2003-11-01
7355,Faridpur,2003,12,27.8,14.6,26.0,80.0,0.3,1.7,6.6,41929,483877.3,610719.3,23.61,89.84,9,2003.12,0,2003-12-01
7356,Faridpur,2004,1,26.9,12.5,3.0,81.0,0.5,2.4,5.7,41929,483877.3,610719.3,23.61,89.84,9,2004.01,0,2004-01-01
7357,Faridpur,2004,2,33.8,14.9,0.0,70.0,0.5,0.9,8.5,41929,483877.3,610719.3,23.61,89.84,9,2004.02,0,2004-02-01
7358,Faridpur,2004,3,36.2,21.2,6.0,68.0,1.8,2.1,7.9,41929,483877.3,610719.3,23.61,89.84,9,2004.03,0,2004-03-01
7359,Faridpur,2004,4,36.6,24.2,52.0,76.0,1.8,3.9,7.6,41929,483877.3,610719.3,23.61,89.84,9,2004.04,0,2004-04-01
7360,Faridpur,2004,5,39.4,25.6,208.0,73.0,1.5,3.6,8.3,41929,483877.3,610719.3,23.61,89.84,9,2004.05,0,2004-05-01
7361,Faridpur,2004,6,35.0,25.3,420.0,86.0,1.2,5.5,4.4,41929,483877.3,610719.3,23.61,89.84,9,2004.06,1,2004-06-01
7362,Faridpur,2004,7,34.0,26.4,235.0,85.0,1.6,6.2,4.8,41929,483877.3,610719.3,23.61,89.84,9,2004.07,0,2004-07-01
7363,Faridpur,2004,8,34.0,26.6,155.0,84.0,1.5,5.5,6.3,41929,483877.3,610719.3,23.61,89.84,9,2004.08,0,2004-08-01
7364,Faridpur,2004,9,34.4,25.8,764.0,88.0,1.3,6.1,3.9,41929,483877.3,610719.3,23.61,89.84,9,2004.09,1,2004-09-01
7365,Faridpur,2004,10,33.5,23.5,156.0,83.0,0.5,2.9,7.4,41929,483877.3,610719.3,23.61,89.84,9,2004.10,0,2004-10-01
7366,Faridpur,2004,11,30.8,18.0,0.0,78.0,0.2,0.5,8.4,41929,483877.3,610719.3,23.61,89.84,9,2004.11,0,2004-11-01
7367,Faridpur,2004,12,29.4,15.7,2.0,78.0,0.3,1.0,7.7,41929,483877.3,610719.3,23.61,89.84,9,2004.12,0,2004-12-01
7368,Faridpur,2005,1,27.6,12.9,8.0,78.0,0.7,2.1,6.9,41929,483877.3,610719.3,23.61,89.84,9,2005.01,0,2005-01-01
7369,Faridpur,2005,2,32.5,17.1,7.0,71.0,0.8,1.5,8.6,41929,483877.3,610719.3,23.61,89.84,9,2005.02,0,2005-02-01
7370,Faridpur,2005,3,36.8,21.7,136.0,71.0,1.4,3.2,7.5,41929,483877.3,610719.3,23.61,89.84,9,2005.03,0,2005-03-01
7371,Faridpur,2005,4,38.4,24.2,13.0,71.0,1.6,3.1,9.0,41929,483877.3,610719.3,23.61,89.84,9,2005.04,0,2005-04-01
7372,Faridpur,2005,5,37.7,24.8,68.0,77.0,1.5,3.8,7.9,41929,483877.3,610719.3,23.61,89.84,9,2005.05,0,2005-05-01
7373,Faridpur,2005,6,37.0,26.5,233.0,83.0,1.4,5.1,6.1,41929,483877.3,610719.3,23.61,89.84,9,2005.06,0,2005-06-01
7374,Faridpur,2005,7,33.2,26.1,384.0,87.0,0.9,6.1,4.3,41929,483877.3,610719.3,23.61,89.84,9,2005.07,1,2005-07-01
7375,Faridpur,2005,8,34.7,26.6,276.0,88.0,0.7,6.2,3.7,41929,483877.3,610719.3,23.61,89.84,9,2005.08,0,2005-08-01
7376,Faridpur,2005,9,35.2,26.3,167.0,85.0,0.6,5.5,5.5,41929,483877.3,610719.3,23.61,89.84,9,2005.09,0,2005-09-01
7377,Faridpur,2005,10,34.5,24.2,357.0,86.0,0.4,4.7,5.0,41929,483877.3,610719.3,23.61,89.84,9,2005.10,1,2005-10-01
7378,Faridpur,2005,11,31.8,18.8,0.0,80.0,0.6,1.5,8.0,41929,483877.3,610719.3,23.61,89.84,9,2005.11,0,2005-11-01
7379,Faridpur,2005,12,28.6,14.5,1.0,77.0,0.9,1.3,8.5,41929,483877.3,610719.3,23.61,89.84,9,2005.12,0,2005-12-01
7380,Faridpur,2006,1,28.4,12.0,0.0,77.0,0.8,1.1,7.3,41929,483877.3,610719.3,23.61,89.84,9,2006.01,0,2006-01-01
7381,Faridpur,2006,2,36.0,18.1,0.0,74.0,1.1,0.7,7.9,41929,483877.3,610719.3,23.61,89.84,9,2006.02,0,2006-02-01
7382,Faridpur,2006,3,39.3,20.1,0.0,63.0,1.1,1.8,7.8,41929,483877.3,610719.3,23.61,89.84,9,2006.03,0,2006-03-01
7383,Faridpur,2006,4,38.5,23.7,128.0,74.0,1.9,3.4,7.4,41929,483877.3,610719.3,23.61,89.84,9,2006.04,0,2006-04-01
7384,Faridpur,2006,5,37.0,24.9,218.0,78.0,1.5,4.4,7.4,41929,483877.3,610719.3,23.61,89.84,9,2006.05,0,2006-05-01
7385,Faridpur,2006,6,36.4,26.4,229.0,86.0,1.4,5.8,4.7,41929,483877.3,610719.3,23.61,89.84,9,2006.06,0,2006-06-01
7386,Faridpur,2006,7,35.4,26.6,340.0,86.0,2.1,6.1,4.6,41929,483877.3,610719.3,23.61,89.84,9,2006.07,1,2006-07-01
7387,Faridpur,2006,8,35.4,26.2,192.0,84.0,2.1,6.0,6.2,41929,483877.3,610719.3,23.61,89.84,9,2006.08,0,2006-08-01
7388,Faridpur,2006,9,35.8,26.0,486.0,86.0,1.5,5.3,5.7,41929,483877.3,610719.3,23.61,89.84,9,2006.09,1,2006-09-01
7389,Faridpur,2006,10,35.0,24.6,55.0,82.0,0.5,3.1,6.7,41929,483877.3,610719.3,23.61,89.84,9,2006.10,0,2006-10-01
7390,Faridpur,2006,11,32.2,19.4,1.0,78.0,0.5,2.5,6.1,41929,483877.3,610719.3,23.61,89.84,9,2006.11,0,2006-11-01
7391,Faridpur,2006,12,28.9,14.2,0.0,78.0,0.4,0.2,5.7,41929,483877.3,610719.3,23.61,89.84,9,2006.12,0,2006-12-01
7392,Faridpur,2007,1,29.6,10.9,0.0,77.0,0.5,0.6,5.4,41929,483877.3,610719.3,23.61,89.84,9,2007.01,0,2007-01-01
7393,Faridpur,2007,2,30.8,15.8,59.0,79.0,0.5,2.3,5.8,41929,483877.3,610719.3,23.61,89.84,9,2007.02,0,2007-02-01
7394,Faridpur,2007,3,36.6,18.2,4.0,64.0,0.7,1.1,8.1,41929,483877.3,610719.3,23.61,89.84,9,2007.03,0,2007-03-01
7395,Faridpur,2007,4,37.2,23.8,60.0,73.0,1.7,3.4,7.1,41929,483877.3,610719.3,23.61,89.84,9,2007.04,0,2007-04-01
7396,Faridpur,2007,5,38.0,25.3,93.0,75.0,1.1,3.3,8.1,41929,483877.3,610719.3,23.61,89.84,9,2007.05,0,2007-05-01
7397,Faridpur,2007,6,36.7,25.5,528.0,85.0,1.3,5.9,5.0,41929,483877.3,610719.3,23.61,89.84,9,2007.06,1,2007-06-01
7398,Faridpur,2007,7,34.6,25.9,676.0,87.0,1.2,6.4,3.8,41929,483877.3,610719.3,23.61,89.84,9,2007.07,1,2007-07-01
7399,Faridpur,2007,8,35.5,26.9,216.0,81.0,1.0,5.3,5.9,41929,483877.3,610719.3,23.61,89.84,9,2007.08,0,2007-08-01
7400,Faridpur,2007,9,34.8,26.4,130.0,83.0,0.9,5.5,4.0,41929,483877.3,610719.3,23.61,89.84,9,2007.09,0,2007-09-01
7401,Faridpur,2007,10,35.0,24.2,180.0,81.0,0.5,3.3,6.2,41929,483877.3,610719.3,23.61,89.84,9,2007.10,0,2007-10-01
7402,Faridpur,2007,11,31.6,19.9,94.0,80.0,0.5,1.6,7.2,41929,483877.3,610719.3,23.61,89.84,9,2007.11,0,2007-11-01
7403,Faridpur,2007,12,28.8,13.9,0.0,77.0,0.3,0.7,6.6,41929,483877.3,610719.3,23.61,89.84,9,2007.12,0,2007-12-01
7404,Faridpur,2008,1,29.2,13.3,42.0,78.0,0.4,1.8,4.9,41929,483877.3,610719.3,23.61,89.84,9,2008.01,0,2008-01-01
7405,Faridpur,2008,2,29.7,13.7,45.0,74.0,0.4,1.4,6.5,41929,483877.3,610719.3,23.61,89.84,9,2008.02,0,2008-02-01
7406,Faridpur,2008,3,36.3,21.5,31.0,74.0,0.7,3.0,7.0,41929,483877.3,610719.3,23.61,89.84,9,2008.03,0,2008-03-01
7407,Faridpur,2008,4,38.4,23.8,31.0,72.0,1.1,2.0,9.5,41929,483877.3,610719.3,23.61,89.84,9,2008.04,0,2008-04-01
7408,Faridpur,2008,5,37.6,24.6,58.0,75.0,0.9,3.3,8.1,41929,483877.3,610719.3,23.61,89.84,9,2008.05,0,2008-05-01
7409,Faridpur,2008,6,35.7,25.8,236.0,85.0,1.0,5.5,4.3,41929,483877.3,610719.3,23.61,89.84,9,2008.06,0,2008-06-01
7410,Faridpur,2008,7,33.4,26.0,430.0,87.0,0.8,6.2,3.8,41929,483877.3,610719.3,23.61,89.84,9,2008.07,1,2008-07-01
7411,Faridpur,2008,8,34.7,26.3,175.0,86.0,0.5,5.6,5.1,41929,483877.3,610719.3,23.61,89.84,9,2008.08,0,2008-08-01
7412,Faridpur,2008,9,34.5,26.1,223.0,83.0,0.6,4.9,6.2,41929,483877.3,610719.3,23.61,89.84,9,2008.09,0,2008-09-01
7413,Faridpur,2008,10,34.2,23.3,172.0,82.0,0.4,3.0,6.8,41929,483877.3,610719.3,23.61,89.84,9,2008.10,0,2008-10-01
7414,Faridpur,2008,11,32.3,18.4,0.0,77.0,0.1,0.8,8.9,41929,483877.3,610719.3,23.61,89.84,9,2008.11,0,2008-11-01
7415,Faridpur,2008,12,29.6,15.9,0.0,83.0,0.1,1.9,5.3,41929,483877.3,610719.3,23.61,89.84,9,2008.12,0,2008-12-01
7416,Faridpur,2009,1,28.4,13.6,0.0,80.0,1.1,0.5,6.6,41929,483877.3,610719.3,23.61,89.84,9,2009.01,0,2009-01-01
7417,Faridpur,2009,2,33.8,15.1,0.0,68.0,2.1,0.3,8.7,41929,483877.3,610719.3,23.61,89.84,9,2009.02,0,2009-02-01
7418,Faridpur,2009,3,36.8,20.0,15.0,63.0,2.4,2.0,7.2,41929,483877.3,610719.3,23.61,89.84,9,2009.03,0,2009-03-01
7419,Faridpur,2009,4,41.2,25.0,93.0,68.0,3.0,2.2,8.3,41929,483877.3,610719.3,23.61,89.84,9,2009.04,0,2009-04-01
7420,Faridpur,2009,5,40.4,24.7,317.0,76.0,3.0,3.7,7.3,41929,483877.3,610719.3,23.61,89.84,9,2009.05,0,2009-05-01
7421,Faridpur,2009,6,36.8,26.0,251.0,80.0,2.3,3.9,6.7,41929,483877.3,610719.3,23.61,89.84,9,2009.06,0,2009-06-01
7422,Faridpur,2009,7,34.8,26.3,501.0,86.0,2.4,5.6,4.7,41929,483877.3,610719.3,23.61,89.84,9,2009.07,1,2009-07-01
7423,Faridpur,2009,8,34.4,26.4,558.0,86.0,2.2,5.9,4.5,41929,483877.3,610719.3,23.61,89.84,9,2009.08,1,2009-08-01
7424,Faridpur,2009,9,35.2,26.4,186.0,84.0,2.0,4.8,5.0,41929,483877.3,610719.3,23.61,89.84,9,2009.09,0,2009-09-01
7425,Faridpur,2009,10,35.4,23.8,232.0,79.0,1.3,2.5,7.2,41929,483877.3,610719.3,23.61,89.84,9,2009.10,0,2009-10-01
7426,Faridpur,2009,11,33.7,19.4,0.0,76.0,1.5,1.8,7.0,41929,483877.3,610719.3,23.61,89.84,9,2009.11,0,2009-11-01
7427,Faridpur,2009,12,28.8,13.5,0.0,79.0,1.0,0.6,5.4,41929,483877.3,610719.3,23.61,89.84,9,2009.12,0,2009-12-01
7428,Faridpur,2010,1,28.5,11.2,0.0,79.0,2.1,1.3,6.3,41929,483877.3,610719.3,23.61,89.84,9,2010.01,0,2010-01-01
7429,Faridpur,2010,2,32.5,15.0,0.0,69.0,1.8,0.7,7.3,41929,483877.3,610719.3,23.61,89.84,9,2010.02,0,2010-02-01
7430,Faridpur,2010,3,38.0,22.3,0.0,66.0,2.7,1.2,8.4,41929,483877.3,610719.3,23.61,89.84,9,2010.03,0,2010-03-01
7431,Faridpur,2010,4,39.9,26.1,131.0,72.0,4.2,2.8,8.1,41929,483877.3,610719.3,23.61,89.84,9,2010.04,0,2010-04-01
7432,Faridpur,2010,5,36.8,25.2,202.0,77.0,2.8,4.2,7.1,41929,483877.3,610719.3,23.61,89.84,9,2010.05,0,2010-05-01
7433,Faridpur,2010,6,36.6,26.1,642.0,85.0,2.7,5.4,4.2,41929,483877.3,610719.3,23.61,89.84,9,2010.06,1,2010-06-01
7434,Faridpur,2010,7,34.9,26.7,288.0,84.0,2.5,5.0,5.6,41929,483877.3,610719.3,23.61,89.84,9,2010.07,0,2010-07-01
7435,Faridpur,2010,8,36.5,26.8,263.0,83.0,2.2,5.1,6.1,41929,483877.3,610719.3,23.61,89.84,9,2010.08,0,2010-08-01
7436,Faridpur,2010,9,34.3,26.2,259.0,85.0,2.1,4.8,5.2,41929,483877.3,610719.3,23.61,89.84,9,2010.09,0,2010-09-01
7437,Faridpur,2010,10,36.2,24.8,163.0,81.0,2.0,3.2,6.8,41929,483877.3,610719.3,23.61,89.84,9,2010.10,0,2010-10-01
7438,Faridpur,2010,11,33.2,20.4,2.0,78.0,1.6,1.2,7.5,41929,483877.3,610719.3,23.61,89.84,9,2010.11,0,2010-11-01
7439,Faridpur,2010,12,29.1,13.9,1.0,78.0,1.7,1.3,6.7,41929,483877.3,610719.3,23.61,89.84,9,2010.12,0,2010-12-01
7440,Faridpur,2011,1,27.9,10.6,0.0,78.0,2.0,0.9,6.1,41929,483877.3,610719.3,23.61,89.84,9,2011.01,0,2011-01-01
7441,Faridpur,2011,2,31.4,15.1,0.0,68.0,2.0,0.6,8.2,41929,483877.3,610719.3,23.61,89.84,9,2011.02,0,2011-02-01
7442,Faridpur,2011,3,34.6,19.9,17.0,67.0,3.2,2.1,6.9,41929,483877.3,610719.3,23.61,89.84,9,2011.03,0,2011-03-01
7443,Faridpur,2011,4,36.2,22.2,109.0,72.0,2.2,2.8,8.1,41929,483877.3,610719.3,23.61,89.84,9,2011.04,0,2011-04-01
7444,Faridpur,2011,5,36.4,24.3,163.0,79.0,2.4,3.6,7.3,41929,483877.3,610719.3,23.61,89.84,9,2011.05,0,2011-05-01
7445,Faridpur,2011,6,37.6,26.1,383.0,85.0,3.1,5.4,4.4,41929,483877.3,610719.3,23.61,89.84,9,2011.06,1,2011-06-01
7446,Faridpur,2011,7,35.4,26.4,253.0,84.0,2.2,5.3,5.5,41929,483877.3,610719.3,23.61,89.84,9,2011.07,0,2011-07-01
7447,Faridpur,2011,8,36.0,26.4,469.0,86.0,2.5,6.1,3.9,41929,483877.3,610719.3,23.61,89.84,9,2011.08,1,2011-08-01
7448,Faridpur,2011,9,36.7,26.3,113.0,84.0,2.3,5.0,5.7,41929,483877.3,610719.3,23.61,89.84,9,2011.09,0,2011-09-01
7449,Faridpur,2011,10,35.4,24.7,2.0,78.0,1.8,2.1,7.5,41929,483877.3,610719.3,23.61,89.84,9,2011.10,0,2011-10-01
7450,Faridpur,2011,11,32.0,18.4,0.0,77.0,1.9,0.4,7.1,41929,483877.3,610719.3,23.61,89.84,9,2011.11,0,2011-11-01
7451,Faridpur,2011,12,30.6,14.1,0.0,82.0,1.7,1.0,4.9,41929,483877.3,610719.3,23.61,89.84,9,2011.12,0,2011-12-01
7452,Faridpur,2012,1,28.2,13.2,30.0,77.0,2.0,1.9,5.6,41929,483877.3,610719.3,23.61,89.84,9,2012.01,0,2012-01-01
7453,Faridpur,2012,2,33.5,14.1,1.0,67.0,2.0,0.6,8.2,41929,483877.3,610719.3,23.61,89.84,9,2012.02,0,2012-02-01
7454,Faridpur,2012,3,38.6,20.5,4.0,64.0,2.4,0.9,7.9,41929,483877.3,610719.3,23.61,89.84,9,2012.03,0,2012-03-01
7455,Faridpur,2012,4,37.8,23.2,168.0,72.0,2.6,2.7,8.1,41929,483877.3,610719.3,23.61,89.84,9,2012.04,0,2012-04-01
7456,Faridpur,2012,5,36.6,25.3,109.0,77.0,2.4,2.9,3.7,41929,483877.3,610719.3,23.61,89.84,9,2012.05,0,2012-05-01
7457,Faridpur,2012,6,36.4,26.5,128.0,82.0,2.6,5.0,5.8,41929,483877.3,610719.3,23.61,89.84,9,2012.06,0,2012-06-01
7458,Faridpur,2012,7,34.2,26.5,252.0,86.0,2.4,5.6,5.1,41929,483877.3,610719.3,23.61,89.84,9,2012.07,0,2012-07-01
7459,Faridpur,2012,8,34.8,26.6,221.0,85.0,2.1,5.2,5.1,41929,483877.3,610719.3,23.61,89.84,9,2012.08,0,2012-08-01
7460,Faridpur,2012,9,36.4,26.4,165.0,85.0,2.4,4.5,5.5,41929,483877.3,610719.3,23.61,89.84,9,2012.09,0,2012-09-01
7461,Faridpur,2012,10,34.5,23.6,83.0,80.0,1.8,2.9,7.2,41929,483877.3,610719.3,23.61,89.84,9,2012.10,0,2012-10-01
7462,Faridpur,2012,11,32.2,18.3,111.0,78.0,1.7,2.1,7.0,41929,483877.3,610719.3,23.61,89.84,9,2012.11,0,2012-11-01
7463,Faridpur,2012,12,28.8,13.3,7.0,83.0,1.8,1.1,5.0,41929,483877.3,610719.3,23.61,89.84,9,2012.12,0,2012-12-01
7464,Faridpur,2013,1,28.0,10.4,0.0,77.0,1.9,0.5,6.1,41929,483877.3,610719.3,23.61,89.84,9,2013.01,0,2013-01-01
7465,Faridpur,2013,2,32.3,15.1,12.0,70.0,2.2,1.5,7.8,41929,483877.3,610719.3,23.61,89.84,9,2013.02,0,2013-02-01
7466,Faridpur,2013,3,36.8,20.3,12.0,65.0,2.0,1.1,8.0,41929,483877.3,610719.3,23.61,89.84,9,2013.03,0,2013-03-01
7467,Faridpur,2013,4,39.6,23.7,55.0,68.0,2.6,2.4,7.2,41929,483877.3,610719.3,23.61,89.84,9,2013.04,0,2013-04-01
7468,Faridpur,2013,5,37.3,24.6,380.0,84.0,2.9,5.9,3.7,41929,483877.3,610719.3,23.61,89.84,9,2013.05,1,2013-05-01
7469,Faridpur,2013,6,35.8,26.7,291.0,82.0,2.1,4.8,5.8,41929,483877.3,610719.3,23.61,89.84,9,2013.06,0,2013-06-01
7470,Faridpur,2013,7,35.3,26.7,198.0,84.0,2.4,5.2,5.0,41929,483877.3,610719.3,23.61,89.84,9,2013.07,0,2013-07-01
7471,Faridpur,2013,8,34.9,26.3,264.0,86.0,2.2,5.9,3.9,41929,483877.3,610719.3,23.61,89.84,9,2013.08,0,2013-08-01
7472,Faridpur,2013,9,35.7,26.3,225.0,85.0,1.8,4.8,4.4,41929,483877.3,610719.3,23.61,89.84,9,2013.09,0,2013-09-01
7473,Faridpur,2013,10,34.8,24.3,202.0,85.0,1.6,4.4,4.7,41929,483877.3,610719.3,23.61,89.84,9,2013.10,0,2013-10-01
7474,Faridpur,2013,11,32.0,17.6,0.0,76.0,1.6,0.7,8.6,41929,483877.3,610719.3,23.61,89.84,9,2013.11,0,2013-11-01
7475,Faridpur,2013,12,29.6,14.5,0.0,80.0,1.7,0.9,5.6,41929,483877.3,610719.3,23.61,89.84,9,2013.12,0,2013-12-01
7476,Feni,1973,1,27.7,12.7,2.0,74.975,0.0,1.0,6.85862069,41943,640285.9,544954.5,23.01,91.37,8,1973.01,0,1973-01-01
7477,Feni,1973,2,30.0,15.7,24.0,71.2,0.7,1.7,7.593103448,41943,640285.9,544954.5,23.01,91.37,8,1973.02,0,1973-02-01
7478,Feni,1973,3,32.8,20.5,57.0,73.125,1.0,2.6,7.617241379,41943,640285.9,544954.5,23.01,91.37,8,1973.03,0,1973-03-01
7479,Feni,1973,4,32.9,23.4,163.0,78.15,1.6,3.9,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1973.04,0,1973-04-01
7480,Feni,1973,5,32.8,24.4,360.0,81.375,1.5,4.9,6.375862069,41943,640285.9,544954.5,23.01,91.37,8,1973.05,0,1973-05-01
7481,Feni,1973,6,32.6,25.3,494.0,85.225,1.7,6.2,4.289655172,41943,640285.9,544954.5,23.01,91.37,8,1973.06,1,1973-06-01
7482,Feni,1973,7,31.1,25.1,734.0,87.225,1.8,6.6,4.106896552,41943,640285.9,544954.5,23.01,91.37,8,1973.07,1,1973-07-01
7483,Feni,1973,8,31.8,25.3,510.0,85.95,1.6,6.3,4.782758621,41943,640285.9,544954.5,23.01,91.37,8,1973.08,1,1973-08-01
7484,Feni,1973,9,32.3,25.1,316.0,85.55,1.1,5.6,5.2,41943,640285.9,544954.5,23.01,91.37,8,1973.09,0,1973-09-01
7485,Feni,1973,10,32.3,23.6,174.0,83.775,0.5,3.4,6.796551724,41943,640285.9,544954.5,23.01,91.37,8,1973.10,0,1973-10-01
7486,Feni,1973,11,31.8,19.5,102.0,79.075,0.6,2.0,7.710344828,41943,640285.9,544954.5,23.01,91.37,8,1973.11,0,1973-11-01
7487,Feni,1973,12,28.8,14.6,79.0,77.0,0.8,1.4,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1973.12,0,1973-12-01
7488,Feni,1974,1,27.7,12.4,4.0,67.0,0.5,0.6,6.85862069,41943,640285.9,544954.5,23.01,91.37,8,1974.01,0,1974-01-01
7489,Feni,1974,2,34.4,13.5,0.0,58.0,0.8,0.5,7.593103448,41943,640285.9,544954.5,23.01,91.37,8,1974.02,0,1974-02-01
7490,Feni,1974,3,35.6,19.1,64.0,70.0,1.8,3.0,7.617241379,41943,640285.9,544954.5,23.01,91.37,8,1974.03,0,1974-03-01
7491,Feni,1974,4,33.6,23.3,130.0,76.0,2.6,3.4,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1974.04,0,1974-04-01
7492,Feni,1974,5,34.6,24.3,353.0,78.0,2.2,5.2,6.375862069,41943,640285.9,544954.5,23.01,91.37,8,1974.05,0,1974-05-01
7493,Feni,1974,6,33.6,25.0,577.0,84.0,2.4,5.7,4.289655172,41943,640285.9,544954.5,23.01,91.37,8,1974.06,1,1974-06-01
7494,Feni,1974,7,31.3,24.7,1337.0,90.0,2.2,7.1,4.106896552,41943,640285.9,544954.5,23.01,91.37,8,1974.07,1,1974-07-01
7495,Feni,1974,8,33.6,25.4,514.0,85.0,1.8,6.8,4.782758621,41943,640285.9,544954.5,23.01,91.37,8,1974.08,1,1974-08-01
7496,Feni,1974,9,34.9,25.0,361.0,83.0,1.1,5.4,5.2,41943,640285.9,544954.5,23.01,91.37,8,1974.09,0,1974-09-01
7497,Feni,1974,10,34.1,24.8,386.0,84.0,0.7,4.1,6.796551724,41943,640285.9,544954.5,23.01,91.37,8,1974.10,1,1974-10-01
7498,Feni,1974,11,32.1,21.3,79.0,76.0,0.7,3.2,7.710344828,41943,640285.9,544954.5,23.01,91.37,8,1974.11,0,1974-11-01
7499,Feni,1974,12,27.4,13.1,0.0,69.0,0.5,0.0,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1974.12,0,1974-12-01
7500,Feni,1975,1,31.2,11.6,0.0,65.0,0.7,1.0,6.85862069,41943,640285.9,544954.5,23.01,91.37,8,1975.01,0,1975-01-01
7501,Feni,1975,2,32.9,15.4,63.0,63.0,0.6,1.7,7.593103448,41943,640285.9,544954.5,23.01,91.37,8,1975.02,0,1975-02-01
7502,Feni,1975,3,36.2,20.2,0.0,61.0,1.1,1.2,7.617241379,41943,640285.9,544954.5,23.01,91.37,8,1975.03,0,1975-03-01
7503,Feni,1975,4,37.6,24.2,49.0,71.0,2.8,2.9,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1975.04,0,1975-04-01
7504,Feni,1975,5,36.5,24.6,163.0,78.0,1.9,4.4,6.375862069,41943,640285.9,544954.5,23.01,91.37,8,1975.05,0,1975-05-01
7505,Feni,1975,6,34.6,25.2,319.0,81.0,1.3,5.8,4.289655172,41943,640285.9,544954.5,23.01,91.37,8,1975.06,0,1975-06-01
7506,Feni,1975,7,31.8,24.9,710.0,88.0,1.6,6.7,4.106896552,41943,640285.9,544954.5,23.01,91.37,8,1975.07,1,1975-07-01
7507,Feni,1975,8,34.2,25.6,250.0,82.0,1.0,6.2,4.782758621,41943,640285.9,544954.5,23.01,91.37,8,1975.08,0,1975-08-01
7508,Feni,1975,9,34.1,25.1,222.0,83.0,0.9,5.9,5.2,41943,640285.9,544954.5,23.01,91.37,8,1975.09,0,1975-09-01
7509,Feni,1975,10,33.5,25.0,371.0,84.0,0.4,4.5,6.796551724,41943,640285.9,544954.5,23.01,91.37,8,1975.10,1,1975-10-01
7510,Feni,1975,11,30.6,19.4,147.0,88.0,0.4,3.5,7.710344828,41943,640285.9,544954.5,23.01,91.37,8,1975.11,0,1975-11-01
7511,Feni,1975,12,28.1,13.7,0.0,72.0,0.2,0.5,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1975.12,0,1975-12-01
7512,Feni,1976,1,29.7,13.2,0.0,71.0,0.1,0.7,6.85862069,41943,640285.9,544954.5,23.01,91.37,8,1976.01,0,1976-01-01
7513,Feni,1976,2,33.1,17.4,37.0,75.0,0.2,1.6,7.593103448,41943,640285.9,544954.5,23.01,91.37,8,1976.02,0,1976-02-01
7514,Feni,1976,3,36.5,21.9,47.0,77.0,0.7,2.1,7.617241379,41943,640285.9,544954.5,23.01,91.37,8,1976.03,0,1976-03-01
7515,Feni,1976,4,36.3,24.2,140.0,77.0,1.0,3.9,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1976.04,0,1976-04-01
7516,Feni,1976,5,37.1,24.4,289.0,84.0,1.0,4.5,6.375862069,41943,640285.9,544954.5,23.01,91.37,8,1976.05,0,1976-05-01
7517,Feni,1976,6,34.5,24.7,1002.0,88.0,1.1,6.6,4.289655172,41943,640285.9,544954.5,23.01,91.37,8,1976.06,1,1976-06-01
7518,Feni,1976,7,33.7,25.1,522.0,87.0,1.2,6.6,4.106896552,41943,640285.9,544954.5,23.01,91.37,8,1976.07,1,1976-07-01
7519,Feni,1976,8,34.3,24.6,722.0,89.0,1.0,6.6,4.782758621,41943,640285.9,544954.5,23.01,91.37,8,1976.08,1,1976-08-01
7520,Feni,1976,9,34.0,25.0,263.0,84.0,0.6,4.8,5.2,41943,640285.9,544954.5,23.01,91.37,8,1976.09,0,1976-09-01
7521,Feni,1976,10,33.6,23.6,147.0,82.0,0.3,2.8,6.796551724,41943,640285.9,544954.5,23.01,91.37,8,1976.10,0,1976-10-01
7522,Feni,1976,11,33.0,21.3,19.0,78.0,0.2,2.5,7.710344828,41943,640285.9,544954.5,23.01,91.37,8,1976.11,0,1976-11-01
